Accession ID,Latitude,Longitude,Altitude,Country
CIho10550,35.204,38.204,0,Syria
PI038484,36.405,37.365,0,Syria
PI038485,36.405,37.365,0,Syria
PI182659,35.204,38.204,0,Syria
PI182679,33.704,36.504,0,Syria
PI182681,32.954,36.704,0,Syria
PI182684,34.938,36.921,0,Syria
PI182687,35.338,36.955,0,Syria
PI182691,36.405,37.371,0,Syria
PI182693,36.705,41.205,0,Syria
PI182694,36.405,37.372,0,Syria
PI564603,33.338,36.722,0,Syria
PI564607,33.505,36.389,0,Syria
PI564613,36.839,40.839,0,Syria
PI564614,36.939,40.772,0,Syria
PI564616,36.906,41.006,0,Syria
PI564620,36.922,40.389,0,Syria
PI564621,35.222,37.072,0,Syria
PI564622,35.256,36.756,0,Syria
PI564637,35.256,36.439,0,Syria
PI564641,34.739,37.339,0,Syria
PI564643,34.439,37.539,0,Syria
PI564644,35.206,38.206,0,Syria
PI564678,36.04,39.59,0,Syria
PI296192,39.207,71.207,0,Tajikistan
PI639344,38.62,73.295,0,Tajikistan
PI639345,38.621,73.296,0,Tajikistan
PI639346,38.621,73.296,0,Tajikistan
PI639357,38.621,73.296,0,Tajikistan
CIho15279,36.025,9.675,0,Tunisia
CIho15282,36.025,9.675,0,Tunisia
CIho15286,37.058,10.142,0,Tunisia
CIho15288,37.059,10.142,0,Tunisia
CIho15290,37.059,10.142,0,Tunisia
CIho15291,37.059,10.142,0,Tunisia
CIho15299,33.826,9.126,0,Tunisia
CIho15304,33.742,9.026,0,Tunisia
CIho15309,33.742,9.026,0,Tunisia
CIho15310,33.809,9.126,0,Tunisia
CIho15311,33.809,9.126,0,Tunisia
CIho15313,33.809,9.126,0,Tunisia
CIho15326,33.793,9.059,0,Tunisia
CIho15336,33.693,9.21,0,Tunisia
CIho15339,33.943,9.026,0,Tunisia
CIho15349,33.993,9.06,0,Tunisia
CIho15350,33.993,9.06,0,Tunisia
CIho15355,34.21,9.21,0,Tunisia
CIho15362,37.485,10.084,0,Tunisia
CIho15364,34.227,8.46,0,Tunisia
CIho15365,34.194,8.377,0,Tunisia
PI055526,34.211,9.211,0,Tunisia
CIho06294,38.561,38.511,0,Turkey
PI094886,40.578,50.095,0,Turkey
PI117347,38.083,32.696,0,Turkey
PI167271,37.212,35.512,0,Turkey
PI168328,39.795,27.229,0,Turkey
PI168367,39.312,33.295,0,Turkey
PI173518,41.829,35.829,0,Turkey
PI173577,38.579,34.229,0,Turkey
PI178283,38.113,34.779,0,Turkey
PI178285,37.029,35.963,0,Turkey
PI178332,41.363,28.013,0,Turkey
PI178594,38.563,38.53,0,Turkey
PI178609,40.866,36.046,0,Turkey
PI182373,40.496,40.396,0,Turkey
PI182726,40.147,44.247,0,Turkey
PI264251,40.133,33.068,0,Turkey
PI264870,39.247,39.73,0,Turkey
PI319867,39.273,35.125,0,Turkey
PI328171,41.447,35.697,0,Turkey
PI328200,39.273,35.125,0,Turkey
PI328207,39.273,35.126,0,Turkey
PI328208,39.273,35.126,0,Turkey
PI328244,39.273,35.126,0,Turkey
PI328253,39.273,35.126,0,Turkey
PI328279,39.273,35.126,0,Turkey
PI328299,38.065,27.465,0,Turkey
PI328327,39.864,28.101,0,Turkey
PI328336,39.274,35.126,0,Turkey
PI328907,39.274,35.126,0,Turkey
PI342031,38.565,38.532,0,Turkey
PI342136,38.972,30.758,0,Turkey
PI342139,38.889,29.621,0,Turkey
PI342198,38.889,29.621,0,Turkey
PI342219,39.639,30.199,0,Turkey
PI342270,39.65,30.2,0,Turkey
PI342283,39.66,30.201,0,Turkey
PI342329,39.67,30.202,0,Turkey
PI342331,39.68,30.203,0,Turkey
PI024497,37.833,62.383,0,Turkmenistan
PI029004,37.847,62.05,0,Turkmenistan
PI327830,40.417,60.237,0,Turkmenistan
PI327849,40.227,60.227,0,Turkmenistan
PI327854,40.247,60.247,0,Turkmenistan
PI327857,38.468,59.973,0,Turkmenistan
PI327858,40.278,60.328,0,Turkmenistan
PI327860,40.298,60.348,0,Turkmenistan
PI327868,38.468,59.968,0,Turkmenistan
PI327869,40.308,60.358,0,Turkmenistan
PI327870,40.328,60.368,0,Turkmenistan
PI327882,40.338,60.378,0,Turkmenistan
PI094834,50.21,36.471,0,Ukraine
PI094919,50.2,36.472,0,Ukraine
PI327680,46.697,30.952,0,Ukraine
PI327719,48.67,35.203,0,Ukraine
PI327724,49.776,25.825,0,Ukraine
PI327836,48.67,35.203,0,Ukraine
PI467657,52.385,-0.479,0,United Kingdom
CIho02266,39.918,67.202,0,Uzbekistan
PI035051,40.735,71.885,0,Uzbekistan
PI064022,41.517,69.468,0,Uzbekistan
PI084311,41.852,60.402,0,Uzbekistan
PI084312,43.419,59.919,0,Uzbekistan
PI084313,43.419,59.919,0,Uzbekistan
PI084314,42.103,60.653,0,Uzbekistan
PI327833,41.961,64.102,0,Uzbekistan
PI327861,41.961,64.102,0,Uzbekistan
PI327862,39.907,67.213,0,Uzbekistan
PI327863,39.908,67.213,0,Uzbekistan
PI327864,40.028,64.682,0,Uzbekistan
PI155303,15.755,47.755,0,Yemen
PI244041,14.222,44.439,0,Yemen
PI296185,15.755,47.755,0,Yemen
PI422225,15.605,44.455,0,Yemen
PI422226,13.289,44.156,0,Yemen
PI422230,15.756,47.756,0,Yemen
PI422232,15.606,44.456,0,Yemen
PI422233,15.606,44.456,0,Yemen
PI429311,13.823,44.289,0,Yemen
PI429312,13.823,44.289,0,Yemen
PI429313,15.773,44.156,0,Yemen
PI429314,15.673,44.59,0,Yemen
PI430743,17.323,43.84,0,Yemen
PI430744,16.257,44.44,0,Yemen
PI430745,15.907,44.223,0,Yemen
